condition,record,status,channel,old_gain,new_gain,valid_gains
"('earndb', 'N8', 1000, 100)",N8_evoked_raw_100_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 100)",N8_evoked_raw_100_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 30)",N8_evoked_raw_30_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 35)",N8_evoked_raw_35_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 40)",N8_evoked_raw_40_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 40)",N8_evoked_raw_40_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 45)",N8_evoked_raw_45_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 45)",N8_evoked_raw_45_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 50)",N8_evoked_raw_50_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 50)",N8_evoked_raw_50_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 55)",N8_evoked_raw_55_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 55)",N8_evoked_raw_55_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 60)",N8_evoked_raw_60_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 60)",N8_evoked_raw_60_F4_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R14,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R16,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R2,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R4,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R6,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 1000, 65)",N8_evoked_raw_65_F1_R8,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 65)",N8_evoked_raw_65_F4_R10,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
"('earndb', 'N8', 4000, 65)",N8_evoked_raw_65_F4_R12,corrected,1,0.01,21474836480.0,"[21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0, 21474836480.0]"
