dataset,subject,frequency_hz,level_db_pespl,fs,epoch_ms,n_epoch_samples,n_records,records,average_mode,split_method,block_size_trials,npz_path,abr_A_n_trials,abr_A_n_blocks,abr_B_n_trials,abr_B_n_blocks,abr_all_n_trials,abr_all_n_blocks,oae_A_n_trials,oae_A_n_blocks,oae_B_n_trials,oae_B_n_blocks,oae_all_n_trials,oae_all_n_blocks,record_metas_json
earndb,N1,1000,10,48000.0,41.5,1992,8,"[""N1_evoked_raw_10_F1_R1"", ""N1_evoked_raw_10_F1_R2"", ""N1_evoked_raw_10_F1_R3"", ""N1_evoked_raw_10_F1_R4"", ""N1_evoked_raw_10_F1_R5"", ""N1_evoked_raw_10_F1_R6"", ""N1_evoked_raw_10_F1_R7"", ""N1_evoked_raw_10_F1_R8""]",block_weighted,within_each_record,75,/Users/matthias/Downloads/abr-oae-hearing-analysis/data/preprocessed/earndb/averages/earndb_N1_1000Hz_10dB.npz,3927,55,3928,55,7855,110,4000,56,4000,56,8000,112,"[{""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 1, ""record"": ""N1_evoked_raw_10_F1_R1"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 873, ""oae"": 1000}, ""rejected"": {""abr"": 127, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 127, ""retention"": 0.873, ""peak_uv_p50"": 20.664548219574876, ""peak_uv_p95"": 72.64475003199705, ""peak_uv_p99"": 100.37185736803639, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 2, ""record"": ""N1_evoked_raw_10_F1_R2"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 982, ""oae"": 1000}, ""rejected"": {""abr"": 18, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 18, ""retention"": 0.982, ""peak_uv_p50"": 16.941904900490087, ""peak_uv_p95"": 31.70108487873363, ""peak_uv_p99"": 56.992481207715485, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 3, ""record"": ""N1_evoked_raw_10_F1_R3"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 8.577111663779963, ""peak_uv_p95"": 11.365147707295762, ""peak_uv_p99"": 12.465398093692382, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 4, ""record"": ""N1_evoked_raw_10_F1_R4"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 8.218564623692004, ""peak_uv_p95"": 10.694489246702688, ""peak_uv_p99"": 12.167573230737114, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 5, ""record"": ""N1_evoked_raw_10_F1_R5"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 8.052088815918273, ""peak_uv_p95"": 10.495510573705507, ""peak_uv_p99"": 12.157568692222148, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 6, ""record"": ""N1_evoked_raw_10_F1_R6"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 7.97251460925768, ""peak_uv_p95"": 10.326674025857892, ""peak_uv_p99"": 12.393148811105986, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 7, ""record"": ""N1_evoked_raw_10_F1_R7"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 8.156009531434957, ""peak_uv_p95"": 10.566099092711363, ""peak_uv_p99"": 11.827329416756392, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 10, ""rep"": 8, ""record"": ""N1_evoked_raw_10_F1_R8"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 7.7269639098278216, ""peak_uv_p95"": 9.78307489908746, ""peak_uv_p99"": 11.293948177917288, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}]"
earndb,N1,1000,15,48000.0,41.5,1992,6,"[""N1_evoked_raw_15_F1_R1"", ""N1_evoked_raw_15_F1_R2"", ""N1_evoked_raw_15_F1_R5"", ""N1_evoked_raw_15_F1_R6"", ""N1_evoked_raw_15_F1_R7"", ""N1_evoked_raw_15_F1_R8""]",block_weighted,within_each_record,75,/Users/matthias/Downloads/abr-oae-hearing-analysis/data/preprocessed/earndb/averages/earndb_N1_1000Hz_15dB.npz,2988,42,2990,42,5978,84,3000,42,3000,42,6000,84,"[{""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 1, ""record"": ""N1_evoked_raw_15_F1_R1"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 7.555150649764327, ""peak_uv_p95"": 9.611316564431615, ""peak_uv_p99"": 10.763848710484707, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 2, ""record"": ""N1_evoked_raw_15_F1_R2"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 7.164889641958684, ""peak_uv_p95"": 8.962570855587161, ""peak_uv_p99"": 10.065273767505385, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 5, ""record"": ""N1_evoked_raw_15_F1_R5"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 997, ""oae"": 1000}, ""rejected"": {""abr"": 3, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 3, ""retention"": 0.997, ""peak_uv_p50"": 7.243034342819947, ""peak_uv_p95"": 13.065894111074874, ""peak_uv_p99"": 22.84111198952034, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 6, ""record"": ""N1_evoked_raw_15_F1_R6"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 6.667370327893218, ""peak_uv_p95"": 8.199507246334672, ""peak_uv_p99"": 9.074874887234577, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 7, ""record"": ""N1_evoked_raw_15_F1_R7"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 1000, ""oae"": 1000}, ""rejected"": {""abr"": 0, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 0, ""retention"": 1.0, ""peak_uv_p50"": 6.532815030255476, ""peak_uv_p95"": 7.920095388938972, ""peak_uv_p99"": 9.448833574149184, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 15, ""rep"": 8, ""record"": ""N1_evoked_raw_15_F1_R8"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 981, ""oae"": 1000}, ""rejected"": {""abr"": 19, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 19, ""retention"": 0.981, ""peak_uv_p50"": 12.024655059906879, ""peak_uv_p95"": 37.638281010853284, ""peak_uv_p99"": 59.52184412009117, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}]"
earndb,N1,1000,20,48000.0,41.5,1992,2,"[""N1_evoked_raw_20_F1_R2"", ""N1_evoked_raw_20_F1_R3""]",block_weighted,within_each_record,75,/Users/matthias/Downloads/abr-oae-hearing-analysis/data/preprocessed/earndb/averages/earndb_N1_1000Hz_20dB.npz,941,14,943,14,1884,26,1000,14,1000,14,2000,28,"[{""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 20, ""rep"": 2, ""record"": ""N1_evoked_raw_20_F1_R2"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 929, ""oae"": 1000}, ""rejected"": {""abr"": 71, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 71, ""retention"": 0.929, ""peak_uv_p50"": 7.8290191252181005, ""peak_uv_p95"": 67.7373397492373, ""peak_uv_p99"": 112.19714852138829, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}, {""dataset"": ""earndb"", ""subject"": ""N1"", ""frequency_hz"": 1000, ""level_db_pespl"": 20, ""rep"": 3, ""record"": ""N1_evoked_raw_20_F1_R3"", ""fs"": 48000.0, ""epoch_ms"": 41.5, ""n_epoch_samples"": 1992, ""sig_name"": [""ABR"", ""OAE""], ""units"": [""nV"", ""V""], ""adc_gain"": [10737.4182, 21474836480.0], ""channels"": {""trigger"": null, ""abr"": 0, ""oae"": 1}, ""raw_counts"": {""abr"": 1000, ""oae"": 1000}, ""counts"": {""abr"": 955, ""oae"": 1000}, ""rejected"": {""abr"": 45, ""oae"": 0}, ""invalid"": {""abr"": 0, ""oae"": 0}, ""artifact_qc"": {""policy"": ""threshold_uv"", ""n_valid_for_rejection"": 1000, ""n_rejected"": 45, ""retention"": 0.955, ""peak_uv_p50"": 14.613267286473286, ""peak_uv_p95"": 39.34990694629957, ""peak_uv_p99"": 75.84113903898114, ""threshold_uv"": 50.0}, ""applied_gain_overrides"": {""1"": {""old_gain"": 0.01, ""new_gain"": 21474836480.0}}, ""applied_gain_multipliers"": {}, ""trigger_source"": ""wfdb_trg_channel_specific""}]"
